도로명전체주소,사업장명,의료인수,입원실수,병상수,총면적,진료과목내용명,종별코드,종별코드명,시도코드,시도명,시군구코드,시군구명,X좌표,Y좌표,의사총수,일반의 의사수,인턴 의사수,레지던트 의사수,전문의합계,내과,신경과,정신건강의학과,외과,정형외과,신경외과,흉부외과,성형외과,마취통증의학과,산부인과,소아청소년과,안과,이비인후과,피부과,비뇨의학과,영상의학과,방사선종양학과,병리과,진단검사의학과,결핵과,재활의학과,핵의학과,가정의학과,응급의학과,직업환경의학과,예방의학과,치과,구강악안면외과,치과보철과,치과교정과,소아치과,치주과,치과보존과,구강내과,영상치의학과,구강병리과,예방치과,통합치의학과,한방내과,한방부인과,한방소아과,한방안·이비인후·피부과,한방신경정신과,침구과,한방재활의학과,사상체질과,한방응급,의료장비합계,유방촬영장치,CT,콘빔CT,양전자단층촬영기 (PET),골밀도검사기,MRI,초음파영상진단기,종양치료기 (Gamma Knife),종양치료기 (Cyber Knife),종양치료기 (양성자치료기),체외충격파쇄석기,혈액투석을위한인공신장기,구글점수,구글건수,다음점수,다음건수,네이버평점,네이버건수,진료만족도,의료진친절도,시설만족도,평가인원,총건수,최종점수,최종보정점수
부산광역시 남구 용호로232번길 25-14 (용호동),부산성모병원(재단법인 천주교부산교구유지재단),383.0,147.0,401.0,59501.6,"영상치의학과, 구강내과, 치과보존과, 치주과, 치과보철과, 구강악안면외과, 응급의학과, 핵의학과, 재활의학과, 진단검사의학과, 병리과, 영상의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,210000.0,부산,210001.0,부산남구,129.109125,35.1104571,89.0,1.0,2.0,19.0,67.0,16.0,2.0,1.0,3.0,5.0,2.0,0.0,0.0,3.0,2.0,8.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,32.0,4.4,32.0,,,4.52,80.0,10.0,10.0,9.6,9.0,42,4.22395833333333,4.22395833333333
부산광역시 영도구 태종로 85 (대교동2가),영도병원,137.0,59.0,219.0,9226.85,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 병리과, 가정의학과, 직업환경의학과, 치주과",11.0,종합병원,210000.0,부산,210007.0,부산영도구,129.0405236,35.0922416,31.0,0.0,1.0,2.0,29.0,7.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,22.0,4.3,4.0,3.7,3.0,4.58,112.0,7.3,8.7,8.7,5.0,21,4.23095238095238,3.0637931034482797
부산광역시 영도구 태종로 133 (봉래동3가),해동병원,203.0,74.0,293.0,12849.02,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과",11.0,종합병원,210000.0,부산,210007.0,부산영도구,129.04386599999998,35.0919442,30.0,0.0,0.0,0.0,30.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,48.0,4.0,16.0,2.0,4.0,4.53,59.0,8.6,10.0,10.0,5.0,27,3.6021412037037,3.35371767241379
대전광역시 중구 대흥로 64 (대흥동),학교법인 가톨릭학원 가톨릭대학교 대전성모병원,720.0,173.0,664.0,32918.31,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 치과보존과",11.0,종합병원,250000.0,대전,250005.0,대전중구,127.42016299999999,36.323042,205.0,2.0,21.0,47.0,136.0,38.0,4.0,3.0,10.0,9.0,5.0,3.0,1.0,8.0,5.0,5.0,4.0,3.0,1.0,4.0,9.0,2.0,3.0,2.0,0.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,2.0,0.0,1.0,2.0,2.0,35.0,0.0,0.0,0.0,1.0,40.0,3.4,49.0,2.8,17.0,4.38,244.0,8.9,8.0,8.0,8.0,96,3.15013020833333,3.15013020833333
대전광역시 대덕구 계족로 637 (법동),근로복지공단대전병원,219.0,72.0,294.0,17222.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과",11.0,종합병원,250000.0,대전,250002.0,대전대덕구,127.42854879999999,36.3683976,24.0,2.0,0.0,0.0,22.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.8,6.0,4.0,4.0,3.99,43.0,6.0,0.0,0.0,1.0,15,3.15677083333333,1.6328125
대전광역시 대덕구 대청로82번길 147 (신탄진동),대전보훈병원,240.0,81.0,383.0,38072.04,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 한방내과, 구강악안면외과",11.0,종합병원,250000.0,대전,250002.0,대전대덕구,127.4396939,36.4473164,51.0,5.0,0.0,6.0,38.0,10.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,1.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,14.0,,,4.0,4.0,4.518367347,49.0,8.7,8.0,8.0,3.0,10,4.08054846953125,1.40708567914871
광주광역시 서구 화운로 1 (화정동),미래로21병원,177.0,50.0,202.0,6986.78,"신경과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과, 응급의학과, 소아청소년과, 흉부외과, 정형외과, 외과, 내과",11.0,종합병원,240000.0,광주,240003.0,광주서구,126.88528670000001,35.14103239999999,29.0,1.0,0.0,0.0,28.0,8.0,2.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,30.0,2.8,9.0,,,4.02,107.0,8.7,8.0,8.0,3.0,22,2.21306818181818,1.67887931034483
광주광역시 남구 덕남길 80 (덕남동),빛고을전남대학교병원,137.0,41.0,196.0,32844.17,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과",11.0,종합병원,240000.0,광주,240005.0,광주남구,126.8963045,35.0943936,28.0,0.0,2.0,0.0,24.0,14.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,3.0,4.0,4.42,91.0,10.0,10.0,10.0,1.0,17,3.7205882352941204,2.18103448275862
광주광역시 광산구 첨단월봉로 99 (산월동),광주보훈병원,408.0,129.0,577.0,,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 한방내과, 치과",11.0,종합병원,240000.0,광주,240004.0,광주광산구,126.849672,35.207903200000004,95.0,4.0,6.0,22.0,58.0,17.0,3.0,1.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,3.0,28.0,0.0,0.0,0.0,2.0,33.0,4.0,20.0,2.3,5.0,4.350045662,219.0,10.0,10.0,10.0,3.0,52,3.46869237334736,3.46869237334736
전라남도 나주시 정보화길 49-0 (빛가람동),빛가람종합병원,0.0,38.0,126.0,14220.5,,11.0,종합병원,360000.0,전남,360200.0,나주시,126.79880490000001,35.0242217,11.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,25.0,4.0,2.0,,,4.17,18.0,,,,,4,3.26171875,0.44989224137930994
경상북도 포항시 북구 용흥로 36 (용흥동),경상북도 포항의료원,120.0,67.0,293.0,20774.37,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",11.0,종합병원,370000.0,경북,370702.0,포항북구,129.3549409,36.0348814,21.0,3.0,0.0,0.0,18.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,4.2,5.0,3.82,11.0,,,,,8,3.58203125,0.988146551724138
경상북도 포항시 북구 대신로 43 (대신동),의료법인 은성의료재단 좋은선린병원,140.0,68.0,211.0,26036.95,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과",11.0,종합병원,370000.0,경북,370702.0,포항북구,129.3670367,36.0482631,26.0,3.0,0.0,0.0,23.0,6.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,35.0,4.1,16.0,,,3.92,36.0,,,,,20,3.459375,2.38577586206897
부산광역시 동구 범일로 119 (범일동),좋은문화병원,306.0,113.0,293.0,17370.7,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 치과보존과",11.0,종합병원,210000.0,부산,210002.0,부산동구,129.05907720000002,35.140867,70.0,7.0,0.0,1.0,62.0,9.0,0.0,1.0,6.0,2.0,1.0,0.0,2.0,3.0,18.0,9.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,1.0,1.0,0.0,2.0,1.0,48.0,0.0,0.0,0.0,1.0,22.0,3.3,25.0,3.4,31.0,4.3,480.0,9.2,8.8,9.1,31.0,115,3.22494565217391,3.22494565217391
"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",의료법인정화의료재단 김원묵기념봉생병원,371.0,105.0,417.0,24410.8,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 응급의학과, 치주과",11.0,종합병원,210000.0,부산,210002.0,부산동구,129.0501832,35.13100120000001,65.0,0.0,0.0,7.0,56.0,16.0,6.0,4.0,2.0,2.0,6.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,1.0,1.0,0.0,1.0,2.0,17.0,0.0,0.0,0.0,1.0,49.0,3.3,29.0,2.8,13.0,4.37,247.0,9.2,9.1,9.1,9.0,72,3.14466145833333,3.14466145833333
부산광역시 동구 정공단로 27 (좌천동),재단법인한호기독교선교회 일신기독병원,161.0,63.0,151.0,16818.37,"가정의학과, 진단검사의학과, 병리과, 영상의학과, 소아청소년과, 산부인과, 마취통증의학과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,210000.0,부산,210002.0,부산동구,129.0543811,35.135783,40.0,1.0,0.0,0.0,39.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,1.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,28.0,4.0,17.0,,,4.49,182.0,10.0,10.0,10.0,4.0,39,3.90424679487179,3.90424679487179
"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",에스포항병원,137.0,67.0,254.0,10061.98,"내과, 신경과, 외과, 신경외과, 마취통증의학과, 산부인과, 영상의학과, 진단검사의학과, 재활의학과, 예방치과",11.0,종합병원,370000.0,경북,370701.0,포항남구,129.3314023,36.0348245,35.0,0.0,0.0,0.0,35.0,4.0,3.0,0.0,2.0,2.0,11.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,3.4,17.0,3.2,7.0,4.24,76.0,,,,,33,3.05520833333333,3.05520833333333
경상북도 포항시 남구 포스코대로 351 (대도동),포항세명기독병원,469.0,246.0,724.0,46257.71,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 치과",11.0,종합병원,370000.0,경북,370701.0,포항남구,129.36222560000002,36.0177172,114.0,4.0,0.0,0.0,110.0,29.0,3.0,2.0,5.0,17.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,0.0,3.0,6.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2.0,5.0,1.0,1.0,2.0,4.0,36.0,0.0,0.0,0.0,1.0,62.0,3.4,27.0,1.4,15.0,4.4,381.0,9.1,9.3,9.1,17.0,89,3.08514747191011,3.08514747191011
경상북도 포항시 남구 대잠동길 17 (대잠동),포항성모병원,327.0,170.0,570.0,32842.82,"영상의학과, 가정의학과, 흉부외과, 응급의학과, 직업환경의학과, 재활의학과, 피부과, 안과, 정신건강의학과, 신경과, 진단검사의학과, 병리과, 이비인후과, 마취통증의학과, 치과, 비뇨의학과, 산부인과, 소아청소년과, 신경외과, 정형외과, 외과, 내과",11.0,종합병원,370000.0,경북,370701.0,포항남구,129.3399527,36.0159003,99.0,1.0,0.0,7.0,94.0,22.0,2.0,2.0,8.0,5.0,4.0,3.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,3.0,1.0,0.0,2.0,2.0,23.0,0.0,0.0,0.0,1.0,34.0,3.4,33.0,,,4.33,323.0,9.7,9.7,9.3,12.0,73,3.2183219178082205,3.2183219178082205
"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",서울적십자병원,223.0,62.0,292.0,17910.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 구강악안면외과, 치과보철과, 치주과, 치과보존과, 구강내과",11.0,종합병원,110000.0,서울,110016.0,종로구,126.96699740000001,37.5671805,48.0,3.0,2.0,8.0,34.0,7.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,26.0,3.1,31.0,2.8,8.0,4.21,209.0,,,,,65,2.76841346153846,2.76841346153846
울산광역시 중구 태화로 239 (태화동),의료법인 동강의료재단 동강병원,631.0,136.0,569.0,27281.81,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 치과",11.0,종합병원,260000.0,울산,260003.0,울산중구,129.3020785,35.553447999999996,94.0,3.0,0.0,4.0,86.0,22.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,3.0,1.0,1.0,2.0,2.0,31.0,0.0,0.0,0.0,1.0,29.0,3.5,29.0,2.0,15.0,4.32,383.0,9.2,8.3,7.8,10.0,91,3.06061126373626,3.06061126373626
부산광역시 기장군 장안읍 좌동길 40,동남권원자력의학원,331.0,78.0,241.0,56670.14,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 가정의학과, 핵의학과, 응급의학과",11.0,종합병원,210000.0,부산,210100.0,부산기장군,129.24354920000002,35.32140020000001,58.0,1.0,0.0,0.0,58.0,12.0,0.0,1.0,10.0,0.0,2.0,2.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,6.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,0.0,2.0,1.0,2.0,17.0,0.0,1.0,0.0,0.0,11.0,3.9,17.0,3.9,10.0,4.38,4.0,10.0,10.0,10.0,4.0,27,3.7268518518518503,3.4698275862069
부산광역시 수영구 수영로 493 (남천동),의료법인 은성의료재단 좋은강안병원,371.0,149.0,442.0,32057.3,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 구강악안면외과, 치과보존과",11.0,종합병원,210000.0,부산,210014.0,부산수영구,129.1106162,35.150063200000005,87.0,3.0,5.0,5.0,74.0,17.0,2.0,1.0,7.0,4.0,4.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,2.0,3.0,1.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,1.0,42.0,3.4,34.0,1.7,34.0,4.133773585,159.0,9.5,9.5,9.5,9.0,87,2.41157049726114,2.41157049726114
부산광역시 수영구 수영로 615 (광안동),비에이치에스한서병원,224.0,87.0,299.0,17282.08,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 통합치의학과",11.0,종합병원,210000.0,부산,210014.0,부산수영구,129.1131037,35.16088,55.0,1.0,0.0,5.0,49.0,15.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,0.0,0.0,0.0,1.0,41.0,2.9,20.0,2.0,23.0,4.28,740.0,9.1,9.0,8.4,9.0,134,2.8730177238806003,2.8730177238806003
부산광역시 북구 만덕대로 59 (덕천동),의료법인 인당의료재단 부민병원,365.0,135.0,399.0,21052.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 응급의학과, 치과, 구강악안면외과",11.0,종합병원,210000.0,부산,210005.0,부산북구,129.0112115,35.2119276,61.0,1.0,2.0,4.0,50.0,9.0,1.0,1.0,2.0,13.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,2.0,1.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,1.0,30.0,3.4,33.0,3.0,38.0,4.22,209.0,8.8,7.3,8.6,18.0,97,2.99162371134021,2.99162371134021
부산광역시 북구 낙동대로 1786 (구포동),구포성심병원,210.0,65.0,245.0,8450.37,"내과, 신경과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 비뇨의학과, 영상의학과, 진단검사의학과, 응급의학과, 구강악안면외과",11.0,종합병원,210000.0,부산,210005.0,부산북구,129.0047235,35.2097132,32.0,1.0,0.0,0.0,29.0,10.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,26.0,3.4,9.0,1.8,10.0,3.97,160.0,8.9,8.0,7.3,7.0,39,2.17548076923077,2.17548076923077
